"Service Request Number","Service Request Type","City Department","Created Date","Method Received","Status","Location","X_Value","Y_Value","Latitude","Longitude","Latitude/Longitude","ZIP Code","Council District","Police Precinct","Community Reporting Area"
"26-00141200","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2026 06:33:52 PM","Citizen Web Intake App","Closed","13005 LINDEN AVE N, SEATTLE, WA 98133","1267557.05172526","267494.331131112","47.72326363","-122.34831124","POINT (-122.34831124 47.72326363)","98133","5","NORTH","BROADVIEW/BITTER LAKE"
"26-00140716","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2026 12:21:38 PM","Find It Fix It Apps","Closed","3942 43RD AVE S, SEATTLE, WA 98118","1283446.58060897","210465.508605447","47.56778681","-122.27941195","POINT (-122.27941195 47.56778681)","98118","2","SOUTH","COLUMBIA CITY"
"26-00140903","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2026 02:22:35 PM","Find It Fix It Apps","Closed","1800 2ND AVE W, SEATTLE, WA 98119","1263986.37949206","235493.298631293","47.63535701","-122.36023607","POINT (-122.36023607 47.63535701)","98119","7","WEST","QUEEN ANNE"
"26-00141337","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/23/2026 06:29:13 AM","Citizen Web Intake App","Closed","4530 46TH AVE NE, SEATTLE, WA 98105","1284450.62682218","244890.655755262","47.66219802","-122.27796309","POINT (-122.27796309 47.66219802)","98105","4","NORTH","LAURELHURST/SAND POINT"
"26-00141237","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2026 07:40:50 PM","Citizen Web Intake App","Closed","13035 LINDEN AVE N, SEATTLE, WA 98133","1267483.75149978","267784.936764243","47.72405621","-122.34863224","POINT (-122.34863224 47.72405621)","98133","5","NORTH","BROADVIEW/BITTER LAKE"
"26-00141557","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/23/2026 10:37:29 AM","Find It Fix It Apps","Closed","9001 15TH AVE NW, SEATTLE, WA 98117","1259971.00005239","257355.41903677","47.69506006","-122.37829924","POINT (-122.37829924 47.69506006)","98117","5","NORTH","NORTH BEACH/BLUE RIDGE"
"26-00142129","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/24/2026 07:13:11 AM","Find It Fix It Apps","Closed","4501 DELRIDGE WAY SW, SEATTLE, WA 98106","1262426.2140887","209199.4277149","47.56320188","-122.36444116","POINT (-122.36444116 47.56320188)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"26-00141651","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/23/2026 11:59:29 AM","Find It Fix It Apps","Closed","4400 W POINT AVE W, SEATTLE, WA 98199","1246896.12528156","245171.343485604","47.6609329","-122.43035384","POINT (-122.43035384 47.6609329)","98199","6","WEST","MAGNOLIA"
"26-00141878","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/23/2026 04:07:34 PM","Find It Fix It Apps","Closed","161 20TH AVE S, SEATTLE, WA 98144","1276921.35038526","222817.716728138","47.60130487","-122.30679708","POINT (-122.30679708 47.60130487)","98144","3","EAST","JUDKINS PARK"
"26-00141884","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/23/2026 04:11:59 PM","Find It Fix It Apps","Closed","3925 S ALASKA ST, SEATTLE, WA 98118","1282679.13973716","207860.181648763","47.56060602","-122.28232141","POINT (-122.28232141 47.56060602)","98118","2","SOUTH","COLUMBIA CITY"
"26-00141985","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/23/2026 07:01:42 PM","Find It Fix It Apps","Closed","3793 SW 104TH ST, SEATTLE, WA 98146","1258199.50710815","189850.129513797","47.50993485","-122.3799825","POINT (-122.3799825 47.50993485)","98146","1","SOUTHWEST","ARBOR HEIGHTS"
"26-00141435","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/23/2026 08:57:21 AM","Find It Fix It Apps","Closed","786 LAKE WASHINGTON BLVD, SEATTLE, WA 98122","1282825.33128736","225439.865152476","47.60879956","-122.28307064","POINT (-122.28307064 47.60879956)","98122","3","EAST","MADRONA/LESCHI"
"26-00142145","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/24/2026 08:07:11 AM","Find It Fix It Apps","Closed","9220 20TH AVE NW, SEATTLE, WA 98117","1259286.21834686","257788.541550542","47.6962095","-122.38111472","POINT (-122.38111472 47.6962095)","98117","5","NORTH","NORTH BEACH/BLUE RIDGE"
"26-00142210","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/24/2026 09:55:20 AM","Citizen Web Intake App","Closed","1404 BOYLSTON AVE, SEATTLE, WA 98122","1272981.68375746","227285.871458156","47.61334408","-122.32311352","POINT (-122.32311352 47.61334408)","98122","3","EAST","CAPITOL HILL"
"26-00142353","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/24/2026 01:23:22 PM","Find It Fix It Apps","Closed","5304 9TH AVE NW, SEATTLE, WA 98107","1262206.27959405","247237.366889639","47.66744977","-122.36840483","POINT (-122.36840483 47.66744977)","98107","6","NORTH","BALLARD"
"26-00141914","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/23/2026 04:49:35 PM","Find It Fix It Apps","Closed","8413 ROOSEVELT WAY NE, SEATTLE, WA 98115","1274795.60874212","255227.555726626","47.69002761","-122.317946","POINT (-122.317946 47.69002761)","98115","4","NORTH","GREEN LAKE"
"26-00142715","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/25/2026 07:53:44 AM","Find It Fix It Apps","Closed","9238 20TH AVE NW, SEATTLE, WA 98117","1259300.67790268","257949.868793622","47.69665248","-122.38106919","POINT (-122.38106919 47.69665248)","98117","5","NORTH","NORTH BEACH/BLUE RIDGE"
"26-00141930","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/23/2026 05:15:36 PM","Find It Fix It Apps","Closed","120 W HOWE ST, SEATTLE, WA 98119","1264190.38020669","235703.700822596","47.63594481","-122.35942573","POINT (-122.35942573 47.63594481)","98119","7","WEST","QUEEN ANNE"
"26-00142470","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/24/2026 04:23:32 PM","Citizen Web Intake App","Closed","13005 LINDEN AVE N, SEATTLE, WA 98133","1267557.05172526","267494.331131112","47.72326363","-122.34831124","POINT (-122.34831124 47.72326363)","98133","5","NORTH","BROADVIEW/BITTER LAKE"
"26-00142575","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/24/2026 07:03:34 PM","Find It Fix It Apps","Closed","4501 DELRIDGE WAY SW, SEATTLE, WA 98106","1262426.2140887","209199.4277149","47.56320188","-122.36444116","POINT (-122.36444116 47.56320188)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"26-00142726","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/25/2026 08:11:48 AM","Find It Fix It Apps","Closed","2678 NW 60TH ST, SEATTLE, WA 98107","1256610.23623594","249178.26171603","47.67246135","-122.39127122","POINT (-122.39127122 47.67246135)","98107","6","NORTH","SUNSET HILL/LOYAL HEIGHTS"
"26-00147287","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/28/2026 06:59:14 PM","Find It Fix It Apps","Closed","8496 ROOSEVELT WAY NE, SEATTLE, WA 98115","1274909.13639097","255342.037818523","47.69034741","-122.31749409","POINT (-122.31749409 47.69034741)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00143805","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/26/2026 11:49:59 AM","Find It Fix It Apps","Closed","6322 65TH AVE NE, SEATTLE, WA 98115","1289537.65783639","249270.530291953","47.67446324","-122.2576519","POINT (-122.2576519 47.67446324)","98115","4","NORTH","LAURELHURST/SAND POINT"
"26-00144485","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/26/2026 06:09:14 PM","Find It Fix It Apps","Closed","1053 NE 88TH ST, SEATTLE, WA 98115","1275435.36733627","255881.071720324","47.69185269","-122.31539998","POINT (-122.31539998 47.69185269)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00144484","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/26/2026 06:09:08 PM","Find It Fix It Apps","Closed","1225 5TH AVE N, SEATTLE, WA 98109","1266900.32650832","233627.563024618","47.63040099","-122.34827042","POINT (-122.34827042 47.63040099)","98109","7","WEST","QUEEN ANNE"
"26-00145068","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2026 10:21:54 AM","Find It Fix It Apps","Closed","1506 E SPRING ST, SEATTLE, WA 98122","1275611.9824364","226646.118943279","47.61172961","-122.31240166","POINT (-122.31240166 47.61172961)","98122","3","EAST","CENTRAL AREA/SQUIRE PARK"
"26-00145114","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2026 10:49:52 AM","Find It Fix It Apps","Closed","7648 W GREEN LAKE DR N, SEATTLE, WA 98103","1269399.04601021","253090.118178344","47.68388149","-122.33968344","POINT (-122.33968344 47.68388149)","98103","6","NORTH","GREEN LAKE"
"26-00145838","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2026 06:05:18 PM","Find It Fix It Apps","Closed","2500 SW ALASKA ST, SEATTLE, WA 98106","1262655.28421401","208770.360077618","47.56203832","-122.36347896","POINT (-122.36347896 47.56203832)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"26-00146413","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/28/2026 10:14:50 AM","Citizen Web Intake App","Closed","3801 DISCOVERY PARK BLVD, SEATTLE, WA 98199","1252772.62615811","243834.030628948","47.65759924","-122.40640107","POINT (-122.40640107 47.65759924)","98199","6","WEST","MAGNOLIA"
"26-00142775","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/25/2026 09:05:47 AM","Find It Fix It Apps","Closed","5220 AURORA AVE N, SEATTLE, WA 98103","1267429.73890064","246844.868916885","47.6666576","-122.34717815","POINT (-122.34717815 47.6666576)","98103","6","NORTH","GREEN LAKE"
"26-00143349","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/26/2026 07:05:43 AM","Find It Fix It Apps","Closed","4022 FREMONT AVE N, SEATTLE, WA 98103","1266805.00043515","243011.639972137","47.65611718","-122.34940667","POINT (-122.34940667 47.65611718)","98103","6","NORTH","FREMONT"
"26-00143366","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/26/2026 07:17:40 AM","Find It Fix It Apps","Closed","4302 DENSMORE AVE N, SEATTLE, WA 98103","1269859.77689868","244114.91593573","47.65930552","-122.33710137","POINT (-122.33710137 47.65930552)","98103","4","NORTH","WALLINGFORD"
"26-00143371","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/26/2026 07:19:49 AM","Find It Fix It Apps","Closed","9256 20TH AVE NW, SEATTLE, WA 98117","1259298.83740215","258142.435911608","47.69718019","-122.38109239","POINT (-122.38109239 47.69718019)","98117","5","NORTH","NORTH BEACH/BLUE RIDGE"
"26-00145391","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2026 01:16:00 PM","Find It Fix It Apps","Closed","4501 DELRIDGE WAY SW, SEATTLE, WA 98106","1262426.2140887","209199.4277149","47.56320188","-122.36444116","POINT (-122.36444116 47.56320188)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"26-00144917","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2026 09:02:05 AM","Find It Fix It Apps","Closed","7560 22ND AVE NW, SEATTLE, WA 98117","1258436.7071611","253257.823660911","47.68374425","-122.38419293","POINT (-122.38419293 47.68374425)","98117","6","NORTH","SUNSET HILL/LOYAL HEIGHTS"
"26-00146184","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/28/2026 08:20:45 AM","Find It Fix It Apps","Closed","9516 DENSMORE AVE N, SEATTLE, WA 98103","1270077.88153153","258350.63132605","47.69833673","-122.3373454","POINT (-122.3373454 47.69833673)","98103","5","NORTH","LICTON SPRINGS"
"26-00145468","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2026 02:05:00 PM","Citizen Web Intake App","Closed","3320 W SMITH ST, SEATTLE, WA 98199","1254148.50137653","237716.515371341","47.64090859","-122.40031387","POINT (-122.40031387 47.64090859)","98199","6","WEST","MAGNOLIA"
"26-00146132","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/28/2026 07:47:49 AM","Find It Fix It Apps","Closed","9522 DENSMORE AVE N, SEATTLE, WA 98103","1270077.99095848","258413.481911645","47.69850901","-122.33734994","POINT (-122.33734994 47.69850901)","98103","5","NORTH","LICTON SPRINGS"
"26-00146137","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/28/2026 07:51:51 AM","Find It Fix It Apps","Closed","1941 14TH AVE S, SEATTLE, WA 98144","1274841.79153288","217283.660956631","47.58602666","-122.31479291","POINT (-122.31479291 47.58602666)","98144","2","SOUTH","NORTH BEACON HILL/JEFFERSON PARK"
"26-00146848","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/28/2026 02:22:05 PM","Find It Fix It Apps","Closed","6083 26TH AVE NW, SEATTLE, WA 98107","1256862.85722679","249363.245364484","47.67298239","-122.39026125","POINT (-122.39026125 47.67298239)","98107","6","NORTH","SUNSET HILL/LOYAL HEIGHTS"
"26-00144374","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/26/2026 04:46:03 PM","Find It Fix It Apps","Closed","2453 NW 61ST ST, SEATTLE, WA 98107","1256950.21281593","249334.859661215","47.67290943","-122.38990442","POINT (-122.38990442 47.67290943)","98107","6","NORTH","SUNSET HILL/LOYAL HEIGHTS"
"26-00144417","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/26/2026 05:11:05 PM","Find It Fix It Apps","Closed","631 WASHINGTON AVE, SEATTLE, WA 98199","1251151.42787241","243199.562523948","47.65576919","-122.41292524","POINT (-122.41292524 47.65576919)","98199","6","WEST","MAGNOLIA"
"26-00144989","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2026 09:39:54 AM","Find It Fix It Apps","Closed","120 W HOWE ST, SEATTLE, WA 98119","1264190.38020669","235703.700822596","47.63594481","-122.35942573","POINT (-122.35942573 47.63594481)","98119","7","WEST","QUEEN ANNE"
"26-00145795","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2026 05:16:19 PM","Find It Fix It Apps","Closed","8526 ROOSEVELT WAY NE, SEATTLE, WA 98115","1274938.90333544","255622.441119854","47.69111756","-122.31739521","POINT (-122.31739521 47.69111756)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00146302","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/28/2026 09:20:48 AM","Find It Fix It Apps","Closed","4509 DELRIDGE WAY SW, SEATTLE, WA 98106","1262659.68488145","209052.739245713","47.56281254","-122.36348388","POINT (-122.36348388 47.56281254)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"26-00147951","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/29/2026 12:26:57 PM","Citizen Web Intake App","Closed","1901 N NORTHLAKE WAY, SEATTLE, WA 98103","1270044.16435202","239199.086427175","47.64584128","-122.33596382","POINT (-122.33596382 47.64584128)","98103","4","NORTH","FREMONT"
"26-00148907","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/30/2026 10:36:12 AM","Find It Fix It Apps","Closed","6073 26TH AVE NW, SEATTLE, WA 98107","1256862.295529","249336.727792983","47.67290967","-122.39026135","POINT (-122.39026135 47.67290967)","98107","6","NORTH","SUNSET HILL/LOYAL HEIGHTS"
"26-00147866","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/29/2026 11:27:02 AM","Find It Fix It Apps","Closed","4198 W EMERSON ST, SEATTLE, WA 98199","1251623.39087478","242661.218396971","47.65432018","-122.41096583","POINT (-122.41096583 47.65432018)","98199","6","WEST","MAGNOLIA"
"26-00148574","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/29/2026 06:24:27 PM","Find It Fix It Apps","Closed","2358 EASTLAKE AVE E, SEATTLE, WA 98102","1272564.81874512","237632.502829132","47.64168178","-122.32561667","POINT (-122.32561667 47.64168178)","98102","3","WEST","MONTLAKE/PORTAGE BAY"
"26-00148075","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/29/2026 01:47:03 PM","Find It Fix It Apps","Closed","1020 NE 82ND ST, SEATTLE, WA 98115","1275090.57061039","254983.196224447","47.68937342","-122.31672947","POINT (-122.31672947 47.68937342)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00148521","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/29/2026 05:40:19 PM","Find It Fix It Apps","Closed","3700 S ALASKA ST, SEATTLE, WA 98118","1281588.24877676","208059.188238896","47.5610951","-122.28675415","POINT (-122.28675415 47.5610951)","98118","2","SOUTH","COLUMBIA CITY"
"26-00148501","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/29/2026 05:26:10 PM","Find It Fix It Apps","Closed","8501 14TH AVE NE, SEATTLE, WA 98115","1275853.46036219","255346.00888208","47.69040815","-122.31366088","POINT (-122.31366088 47.69040815)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"26-00148837","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/30/2026 09:08:52 AM","Find It Fix It Apps","Closed","6921 31ST AVE SW, SEATTLE, WA 98126","1260164.44106617","200906.451462773","47.54034758","-122.37292842","POINT (-122.37292842 47.54034758)","98126","1","SOUTHWEST","HIGH POINT"
"26-00148813","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/30/2026 08:44:52 AM","Find It Fix It Apps","Closed","1225 5TH AVE N, SEATTLE, WA 98109","1266900.32650832","233627.563024618","47.63040099","-122.34827042","POINT (-122.34827042 47.63040099)","98109","7","WEST","QUEEN ANNE"
"26-00149251","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/30/2026 04:00:14 PM","Find It Fix It Apps","Closed","2868 SW FLORIDA ST, SEATTLE, WA 98126","1261684.49997189","217182.125365148","47.58504153","-122.36808956","POINT (-122.36808956 47.58504153)","98126","1","SOUTHWEST","NORTH DELRIDGE"
"26-00149072","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/30/2026 12:50:02 PM","Find It Fix It Apps","Closed","1657 N 43RD ST, SEATTLE, WA 98103","1269657.29346483","244036.239256511","47.65907902","-122.33791662","POINT (-122.33791662 47.65907902)","98103","4","NORTH","WALLINGFORD"
"26-00148885","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/30/2026 10:09:55 AM","Find It Fix It Apps","Closed","4205 36TH AVE W, SEATTLE, WA 98199","1253085.37598531","242903.077797266","47.6550651","-122.40505513","POINT (-122.40505513 47.6550651)","98199","6","WEST","MAGNOLIA"
